match_id,date,team,opponent,corners_for,corners_against,cards,fouls,shots,sot_for,sot_against,referee,is_home
1503008,2026-05-31 19:30:00,Senegal,United States,7,3,0,9,7,3,3,"Nick Walsh, Scotland",0
1527861,2026-03-28 16:00:00,Senegal,Peru,7,6,1,12,12,6,2,,1
1527861,2026-03-28 16:00:00,Peru,Senegal,6,7,1,7,7,2,6,,0
1508003,2026-01-18 19:00:00,Senegal,Morocco,8,10,5,25,14,7,3,"Ndala Ngambo, DR Congo",1
1508003,2026-01-18 19:00:00,Morocco,Senegal,10,8,2,17,20,3,7,"Ndala Ngambo, DR Congo",0
1505616,2026-01-14 17:00:00,Senegal,Egypt,6,1,2,10,12,4,1,"Pierre Ghislain Atcho, Gabon",1
1505616,2026-01-14 17:00:00,Egypt,Senegal,1,6,1,11,3,1,4,"Pierre Ghislain Atcho, Gabon",0
1502450,2026-01-09 16:00:00,Mali,Senegal,5,7,4,8,8,2,8,"Abongile Tom, South Africa",1
1502450,2026-01-09 16:00:00,Senegal,Mali,7,5,5,14,19,8,2,"Abongile Tom, South Africa",0
1501834,2026-01-03 16:00:00,Senegal,Sudan,7,4,2,22,14,9,3,"Beida Dahane, Mauritania",1
1501834,2026-01-03 16:00:00,Sudan,Senegal,4,7,2,17,9,3,9,"Beida Dahane, Mauritania",0
1347269,2025-12-30 19:00:00,Benin,Senegal,4,4,4,20,6,4,6,"Samuel Uwikunda, Rwanda",1
1347269,2025-12-30 19:00:00,Senegal,Benin,4,4,2,19,10,6,4,"Samuel Uwikunda, Rwanda",0
1347257,2025-12-27 15:00:00,Senegal,DR Congo,5,2,1,18,11,3,3,"Lahlou Benbraham, Algeria",1
1347257,2025-12-27 15:00:00,DR Congo,Senegal,2,5,0,12,7,3,3,"Lahlou Benbraham, Algeria",0
1539005,2026-06-18 19:00:00,Switzerland,Bosnia and Herzegovina,7,3,1,7,13,7,3,"Joao Pedro Pinheiro, Portugal",1
1539005,2026-06-18 19:00:00,Bosnia and Herzegovina,Switzerland,3,7,3,18,5,3,7,"Joao Pedro Pinheiro, Portugal",0
1489373,2026-06-13 19:00:00,Qatar,Switzerland,3,10,2,12,6,3,7,"Said Martinez, Honduras",1
1489373,2026-06-13 19:00:00,Switzerland,Qatar,10,3,1,11,26,7,3,"Said Martinez, Honduras",0
1542181,2026-06-06 19:00:00,Switzerland,Australia,7,2,3,10,9,3,2,"Katja Koroleva, USA",1
1542181,2026-06-06 19:00:00,Australia,Switzerland,2,7,2,14,5,2,3,"Katja Koroleva, USA",0
1528283,2026-05-31 13:00:00,Switzerland,Jordan,6,4,0,10,19,10,4,"Rohit Saggi, Norway",1
1528283,2026-05-31 13:00:00,Jordan,Switzerland,4,6,0,9,12,4,10,"Rohit Saggi, Norway",0
1503006,2026-03-31 16:00:00,Norway,Switzerland,4,2,0,5,5,1,1,J. Vergoote,1
1503006,2026-03-31 16:00:00,Switzerland,Norway,2,4,0,8,10,1,1,J. Vergoote,0
1502471,2026-03-27 19:45:00,Switzerland,Germany,0,10,0,7,7,3,9,"Chris Kavanagh, England",1
1502471,2026-03-27 19:45:00,Germany,Switzerland,10,0,0,22,22,9,3,"Chris Kavanagh, England",0
1323367,2025-11-18 19:45:00,Kosovo,Switzerland,3,1,2,9,11,4,3,D. Massa,1
1323367,2025-11-18 19:45:00,Switzerland,Kosovo,1,3,0,9,6,3,4,D. Massa,0
1323333,2025-10-13 18:45:00,Slovenia,Switzerland,3,4,1,10,4,0,3,F. Zwayer,1
1323333,2025-10-13 18:45:00,Switzerland,Slovenia,4,3,0,5,11,3,0,F. Zwayer,0
1323301,2025-09-08 18:45:00,Switzerland,Slovenia,5,2,0,10,12,6,1,F. Letexier,1
1323301,2025-09-08 18:45:00,Slovenia,Switzerland,2,5,2,15,6,1,6,F. Letexier,0
1323285,2025-09-05 18:45:00,Switzerland,Kosovo,3,4,2,11,10,5,1,S. Marciniak,1
1323285,2025-09-05 18:45:00,Kosovo,Switzerland,4,3,0,10,7,1,5,S. Marciniak,0
1489388,2026-06-19 01:00:00,Mexico,South Korea,0,2,0,9,8,4,2,"Gustavo Tejera, Uruguay",1
1489388,2026-06-19 01:00:00,South Korea,Mexico,2,0,2,7,9,2,4,"Gustavo Tejera, Uruguay",0
1489369,2026-06-11 19:00:00,Mexico,South Africa,3,1,2,12,16,4,2,"Wilton Pereira Sampaio, Brazil",1
1489369,2026-06-11 19:00:00,South Africa,Mexico,1,3,4,11,3,2,4,"Wilton Pereira Sampaio, Brazil",0
1528284,2026-06-05 02:00:00,Mexico,Serbia,6,1,2,12,17,7,1,"Tori Penso, USA",1
1528284,2026-06-05 02:00:00,Serbia,Mexico,1,6,2,5,3,1,7,"Tori Penso, USA",0
1527865,2026-05-31 02:00:00,Mexico,Australia,5,3,1,7,13,3,1,"Rubiel Vazquez, USA",1
1527865,2026-05-31 02:00:00,Australia,Mexico,3,5,1,10,7,1,3,"Rubiel Vazquez, USA",0
1528281,2026-05-23 02:00:00,Mexico,Ghana,9,3,1,16,16,8,3,S. Brown,1
1528281,2026-05-23 02:00:00,Ghana,Mexico,3,9,1,9,7,3,8,S. Brown,0
1514464,2026-03-29 01:00:00,Mexico,Portugal,0,4,1,7,7,1,2,"Walter Lopez, Guatemala",1
1514464,2026-03-29 01:00:00,Portugal,Mexico,4,0,1,10,10,2,1,"Walter Lopez, Guatemala",0
1502468,2026-02-26 02:00:00,Mexico,Iceland,8,2,1,24,24,11,2,,1
1502468,2026-02-26 02:00:00,Iceland,Mexico,2,8,1,4,4,2,11,,0
1501811,2026-01-25 19:30:00,Bolivia,Mexico,4,4,2,13,13,4,2,C. A. Betancur Gutierrez,1
1501811,2026-01-25 19:30:00,Mexico,Bolivia,4,4,5,3,3,2,4,C. A. Betancur Gutierrez,0
1472256,2025-11-19 01:30:00,Mexico,Paraguay,3,3,3,9,9,4,7,"Joseph Dickerson, USA",1
1472256,2025-11-19 01:30:00,Paraguay,Mexico,3,3,1,14,14,7,4,"Joseph Dickerson, USA",0
1538999,2026-06-12 02:00:00,South Korea,Czech Republic,4,5,1,9,15,6,4,"Amin Mohamed Omar, Egypt",1
1538999,2026-06-12 02:00:00,Czech Republic,South Korea,5,4,0,16,7,4,6,"Amin Mohamed Omar, Egypt",0
1544807,2026-06-04 01:00:00,South Korea,El Salvador,6,1,4,17,13,6,0,N. Simon,1
1544807,2026-06-04 01:00:00,El Salvador,South Korea,1,6,1,20,3,0,6,N. Simon,0
1545263,2026-05-31 01:00:00,South Korea,Trinidad and Tobago,7,1,1,12,19,11,1,"Victor Rivas, USA",1
1545263,2026-05-31 01:00:00,Trinidad and Tobago,South Korea,1,7,3,10,2,1,11,"Victor Rivas, USA",0
1511732,2026-03-31 18:45:00,Austria,South Korea,4,6,1,11,5,1,2,S. van der Eijk,1
1511732,2026-03-31 18:45:00,South Korea,Austria,6,4,0,9,11,2,1,S. van der Eijk,0
1527860,2026-03-28 14:00:00,South Korea,Ivory Coast,7,5,0,12,12,2,8,"Ian McNabb, Northern Ireland",1
1527860,2026-03-28 14:00:00,Ivory Coast,South Korea,5,7,0,13,13,8,2,"Ian McNabb, Northern Ireland",0
1485019,2025-11-18 11:00:00,South Korea,Ghana,5,2,1,7,7,4,1,"Ahmad Alali, Kuwait",1
1485019,2025-11-18 11:00:00,Ghana,South Korea,2,5,1,8,8,1,4,"Ahmad Alali, Kuwait",0
1469290,2025-11-14 11:00:00,South Korea,Bolivia,8,5,2,12,12,5,4,"Ning Ma, China",1
1469290,2025-11-14 11:00:00,Bolivia,South Korea,5,8,2,6,6,4,5,"Ning Ma, China",0
1449845,2025-10-14 11:00:00,South Korea,Paraguay,1,1,2,8,8,3,1,"Yusuke Araki, Japan",1
1449845,2025-10-14 11:00:00,Paraguay,South Korea,1,1,1,10,10,1,3,"Yusuke Araki, Japan",0
1375500,2025-09-10 01:30:00,Mexico,South Korea,3,1,1,12,14,6,3,"Guido Gonzalez, USA",1
1375500,2025-09-10 01:30:00,South Korea,Mexico,1,3,0,13,9,3,6,"Guido Gonzalez, USA",0
1375498,2025-09-06 21:00:00,United States,South Korea,6,3,1,8,18,5,4,"Reon Radix, Grenada",1
1375498,2025-09-06 21:00:00,South Korea,United States,3,6,0,4,5,4,5,"Reon Radix, Grenada",0
1489391,2026-06-19 19:00:00,United States,Australia,7,4,3,12,10,2,2,"Felix Zwayer, Germany",1
1489391,2026-06-19 19:00:00,Australia,United States,4,7,4,16,5,2,2,"Felix Zwayer, Germany",0
1539001,2026-06-14 04:00:00,Australia,Turkey,5,8,0,12,9,4,8,"Jesús Valenzuela, Venezuela",1
1539001,2026-06-14 04:00:00,Turkey,Australia,8,5,1,4,30,8,4,"Jesús Valenzuela, Venezuela",0
1485010,2025-11-15 02:30:00,Venezuela,Australia,5,4,1,10,10,5,4,"Armando Villarrea, USA",1
1485010,2025-11-15 02:30:00,Australia,Venezuela,4,5,1,9,9,4,5,"Armando Villarrea, USA",0
1405465,2025-10-15 01:00:00,United States,Australia,3,2,1,11,11,4,3,"Pierre Luce Lauziere, Canada",1
1405465,2025-10-15 01:00:00,Australia,United States,2,3,1,9,9,3,4,"Pierre Luce Lauziere, Canada",0
1396844,2025-10-10 23:30:00,Canada,Australia,8,1,3,17,17,8,1,,1
1396844,2025-10-10 23:30:00,Australia,Canada,1,8,3,5,5,1,8,,0
1396842,2025-09-09 07:00:00,New Zealand,Australia,2,2,3,12,8,4,6,Don Robertson,1
1396842,2025-09-09 07:00:00,Australia,New Zealand,2,2,1,9,13,6,4,Don Robertson,0
1396840,2025-09-05 09:45:00,Australia,New Zealand,2,5,0,11,6,3,4,Don Robertson,1
1396840,2025-09-05 09:45:00,New Zealand,Australia,5,2,1,12,9,4,3,Don Robertson,0
1489378,2026-06-16 01:00:00,Iran,New Zealand,4,1,1,10,17,4,8,"César Ramos Palazuelos, Mexico",1
1489378,2026-06-16 01:00:00,New Zealand,Iran,1,4,0,8,14,8,4,"César Ramos Palazuelos, Mexico",0
1367144,2025-10-10 17:00:00,Russia,Iran,7,6,3,11,14,5,2,,1
1367144,2025-10-10 17:00:00,Iran,Russia,6,7,1,16,8,2,5,,0
1540948,2026-05-31 00:00:00,Ecuador,Saudi Arabia,2,2,1,16,11,6,2,"Pierre-Luc Lauziere, Canada",1
1540948,2026-05-31 00:00:00,Saudi Arabia,Ecuador,2,2,1,11,12,2,6,"Pierre-Luc Lauziere, Canada",0
1514468,2026-03-31 16:00:00,Serbia,Saudi Arabia,10,1,0,11,23,10,1,B. Berke,1
1514468,2026-03-31 16:00:00,Saudi Arabia,Serbia,1,10,2,8,3,1,10,B. Berke,0
1514461,2026-03-27 17:30:00,Saudi Arabia,Egypt,3,1,2,7,7,0,8,A. Al Athbah,1
1514461,2026-03-27 17:30:00,Egypt,Saudi Arabia,1,3,0,13,13,8,0,A. Al Athbah,0
1489393,2026-06-20 20:00:00,Germany,Ivory Coast,8,3,0,5,16,7,2,"Juan Gabriel Benitez, Paraguay",1
1489393,2026-06-20 20:00:00,Ivory Coast,Germany,3,8,0,7,9,2,7,"Juan Gabriel Benitez, Paraguay",0
1489374,2026-06-14 17:00:00,Germany,Curaçao,8,1,0,18,26,12,2,"Jalal Jayed, Morocco",1
1489374,2026-06-14 17:00:00,Curaçao,Germany,1,8,0,11,8,2,12,"Jalal Jayed, Morocco",0
1502474,2026-06-06 18:30:00,United States,Germany,10,2,1,11,16,4,4,"Piero Maza, Chile",1
1502474,2026-06-06 18:30:00,Germany,United States,2,10,3,10,12,4,4,"Piero Maza, Chile",0
1501818,2026-05-31 18:45:00,Germany,Finland,10,3,0,12,22,12,0,"Matheus Delgado Candançan, Brazil",1
1501818,2026-05-31 18:45:00,Finland,Germany,3,10,0,6,7,0,12,"Matheus Delgado Candançan, Brazil",0
1501816,2026-03-30 18:45:00,Germany,Ghana,9,4,1,23,23,6,1,"Stuart Attwell, England",1
1501816,2026-03-30 18:45:00,Ghana,Germany,4,9,3,6,6,1,6,"Stuart Attwell, England",0
1366322,2025-11-17 19:45:00,Germany,Slovakia,8,3,1,11,22,10,2,F. Letexier,1
1366322,2025-11-17 19:45:00,Slovakia,Germany,3,8,0,3,6,2,10,F. Letexier,0
1366314,2025-11-14 19:45:00,Luxembourg,Germany,4,4,3,11,7,1,7,J. Brooks,1
1366314,2025-11-14 19:45:00,Germany,Luxembourg,4,4,2,10,14,7,1,J. Brooks,0
1366306,2025-10-13 18:45:00,Northern Ireland,Germany,4,5,4,18,12,3,2,J. Manzano,1
1366306,2025-10-13 18:45:00,Germany,Northern Ireland,5,4,2,14,11,2,3,J. Manzano,0
1366298,2025-10-10 18:45:00,Germany,Luxembourg,7,0,0,10,31,8,1,N. Minakovic,1
1366298,2025-10-10 18:45:00,Luxembourg,Germany,0,7,2,5,1,1,8,N. Minakovic,0
1366288,2025-09-07 18:45:00,Germany,Northern Ireland,3,5,1,9,11,6,1,E. Eskas,1
1366288,2025-09-07 18:45:00,Northern Ireland,Germany,5,3,4,13,3,1,6,E. Eskas,0
1366279,2025-09-04 18:45:00,Slovakia,Germany,5,8,1,12,8,5,4,S. Gozubuyuk,1
1366279,2025-09-04 18:45:00,Germany,Slovakia,8,5,2,18,14,4,5,S. Gozubuyuk,0
1489399,2026-06-22 17:00:00,Argentina,Austria,1,3,2,13,12,5,1,"Amin Mohamed Omar, Egypt",1
1489399,2026-06-22 17:00:00,Austria,Argentina,3,1,2,13,6,1,5,"Amin Mohamed Omar, Egypt",0
1489381,2026-06-17 01:00:00,Argentina,Algeria,2,2,0,13,10,6,0,"Szymon Marciniak, Poland",1
1489381,2026-06-17 01:00:00,Algeria,Argentina,2,2,0,8,7,0,6,"Szymon Marciniak, Poland",0
1540357,2026-06-10 01:00:00,Argentina,Iceland,2,2,2,13,15,7,1,"Rosendo Mendoza, USA",1
1540357,2026-06-10 01:00:00,Iceland,Argentina,2,2,6,21,6,1,7,"Rosendo Mendoza, USA",0
1540355,2026-06-07 00:00:00,Argentina,Honduras,6,1,4,16,20,8,0,"Yoshito Nakagawa, Japan",1
1540355,2026-06-07 00:00:00,Honduras,Argentina,1,6,1,12,4,0,8,"Yoshito Nakagawa, Japan",0
1536923,2026-03-31 23:30:00,Argentina,Zambia,1,3,0,1,1,1,0,A. Herrera,1
1536923,2026-03-31 23:30:00,Zambia,Argentina,3,1,0,2,1,0,1,A. Herrera,0
1536911,2026-03-27 23:15:00,Argentina,Mauritania,0,0,0,6,6,4,0,D. Lopez,1
1536911,2026-03-27 23:15:00,Mauritania,Argentina,0,0,0,2,2,0,4,D. Lopez,0
1485004,2025-11-14 16:00:00,Angola,Argentina,5,6,1,7,7,2,3,"Hilary Hambaba, Zambia",1
1485004,2025-11-14 16:00:00,Argentina,Angola,6,5,1,8,8,3,2,"Hilary Hambaba, Zambia",0
1457376,2025-10-15 00:00:00,Puerto Rico,Argentina,1,1,0,5,5,3,11,,1
1457376,2025-10-15 00:00:00,Argentina,Puerto Rico,1,1,0,25,25,11,3,,0
1466666,2025-10-11 00:00:00,Argentina,Venezuela,8,1,0,10,19,11,1,,1
1466666,2025-10-11 00:00:00,Venezuela,Argentina,1,8,3,12,5,1,11,,0
1100320,2025-09-09 23:00:00,Ecuador,Argentina,2,8,5,13,11,4,0,"Wilmar Roldan, Colombia",1
1100320,2025-09-09 23:00:00,Argentina,Ecuador,8,2,4,10,8,0,4,"Wilmar Roldan, Colombia",0
1489404,2026-06-23 17:00:00,Portugal,Uzbekistan,3,2,1,13,17,9,2,"Jalal Jayed, Morocco",1
1489404,2026-06-23 17:00:00,Uzbekistan,Portugal,2,3,1,15,7,2,9,"Jalal Jayed, Morocco",0
1539003,2026-06-17 17:00:00,Portugal,DR Congo,5,4,3,9,7,1,2,"Abdulrahman Al-Jassim, Qatar",1
1539003,2026-06-17 17:00:00,DR Congo,Portugal,4,5,1,10,8,2,1,"Abdulrahman Al-Jassim, Qatar",0
1540358,2026-06-10 19:45:00,Portugal,Nigeria,3,2,2,11,13,6,2,"Mateo Busquets Ferrer, Spain",1
1540358,2026-06-10 19:45:00,Nigeria,Portugal,2,3,2,19,5,2,6,"Mateo Busquets Ferrer, Spain",0
1528286,2026-06-06 17:45:00,Portugal,Chile,9,3,1,8,18,8,4,"Luca Zufferli, Italy",1
1528286,2026-06-06 17:45:00,Chile,Portugal,3,9,1,17,11,4,8,"Luca Zufferli, Italy",0
1503004,2026-03-31 23:00:00,United States,Portugal,1,3,0,4,7,2,2,S. Jablonski,1
1503004,2026-03-31 23:00:00,Portugal,United States,3,1,1,2,3,2,2,S. Jablonski,0
1366319,2025-11-16 14:00:00,Portugal,Armenia,7,1,0,7,34,15,2,I. Peljto,1
1366319,2025-11-16 14:00:00,Armenia,Portugal,1,7,1,10,4,2,15,I. Peljto,0
1366312,2025-11-13 19:45:00,Rep. Of Ireland,Portugal,5,9,3,5,14,3,5,G. Nyberg,1
1366312,2025-11-13 19:45:00,Portugal,Rep. Of Ireland,9,5,3,6,27,5,3,G. Nyberg,0
1366309,2025-10-14 18:45:00,Portugal,Hungary,5,4,2,20,20,8,7,S. Jovanovic,1
1366309,2025-10-14 18:45:00,Hungary,Portugal,4,5,2,17,17,7,8,S. Jovanovic,0
1366301,2025-10-11 18:45:00,Portugal,Rep. Of Ireland,9,0,2,30,30,6,0,I. Kruzliak,1
1366301,2025-10-11 18:45:00,Rep. Of Ireland,Portugal,0,9,5,2,2,0,6,I. Kruzliak,0
1366294,2025-09-09 18:45:00,Hungary,Portugal,1,6,1,6,5,2,7,E. Lambrechts,1
1366294,2025-09-09 18:45:00,Portugal,Hungary,6,1,2,9,15,7,2,E. Lambrechts,0
1366286,2025-09-06 16:00:00,Armenia,Portugal,2,4,1,10,7,3,9,A. Taylor,1
1366286,2025-09-06 16:00:00,Portugal,Armenia,4,2,0,7,24,9,3,A. Taylor,0
1511733,2026-06-01 18:45:00,Austria,Tunisia,2,4,3,12,9,4,2,"Jeremie Pignard, France",1
1511733,2026-06-01 18:45:00,Tunisia,Austria,4,2,1,12,14,2,4,"Jeremie Pignard, France",0
1501835,2026-01-03 19:00:00,Mali,Tunisia,4,11,5,12,8,1,4,"Abongile Tom, South Africa",1
1501835,2026-01-03 19:00:00,Tunisia,Mali,11,4,6,29,13,4,1,"Abongile Tom, South Africa",0
1347268,2025-12-30 16:00:00,Tanzania,Tunisia,2,2,3,9,6,2,2,"Ndala Ngambo, DR Congo",1
1347268,2025-12-30 16:00:00,Tunisia,Tanzania,2,2,1,14,6,2,2,"Ndala Ngambo, DR Congo",0
1347255,2025-12-27 20:00:00,Nigeria,Tunisia,4,6,3,18,15,5,2,"Boubou Traore, Mali",1
1347255,2025-12-27 20:00:00,Tunisia,Nigeria,6,4,0,15,8,2,5,"Boubou Traore, Mali",0
1347244,2025-12-23 20:00:00,Tunisia,Uganda,8,2,1,15,15,6,1,"Patrice Tanguy Mebiame, Gabon",1
1347244,2025-12-23 20:00:00,Uganda,Tunisia,2,8,2,15,9,1,6,"Patrice Tanguy Mebiame, Gabon",0
1489390,2026-06-19 22:00:00,Scotland,Morocco,2,5,1,11,6,0,2,"Ilgiz Tantashev, Uzbekistan",1
1489390,2026-06-19 22:00:00,Morocco,Scotland,5,2,1,8,12,2,0,"Ilgiz Tantashev, Uzbekistan",0
1540950,2026-06-07 19:00:00,Morocco,Norway,3,11,1,6,13,5,2,"Pierre-Luc Lauziere, Canada",1
1540950,2026-06-07 19:00:00,Norway,Morocco,11,3,1,12,9,2,5,"Pierre-Luc Lauziere, Canada",0
1545264,2026-06-02 17:00:00,Morocco,Madagascar,12,1,2,12,20,9,1,T. Boubou,1
1545264,2026-06-02 17:00:00,Madagascar,Morocco,1,12,3,12,2,1,9,T. Boubou,0
1522230,2026-03-31 18:00:00,Morocco,Paraguay,1,3,3,8,6,4,7,E. Wattellier,1
1522230,2026-03-31 18:00:00,Paraguay,Morocco,3,1,6,11,11,7,4,E. Wattellier,0
1522229,2026-03-27 20:15:00,Morocco,Ecuador,2,1,1,12,12,3,2,"José Luis Munuera Montero, Spain",1
1522229,2026-03-27 20:15:00,Ecuador,Morocco,1,2,0,8,8,2,3,"José Luis Munuera Montero, Spain",0
1505617,2026-01-14 20:00:00,Nigeria,Morocco,1,5,2,29,2,1,5,"Daniel Laryea, Ghana",1
1505617,2026-01-14 20:00:00,Morocco,Nigeria,5,1,0,22,16,5,1,"Daniel Laryea, Ghana",0
1502467,2026-01-09 19:00:00,Cameroon,Morocco,4,7,2,19,5,0,3,"Beida Dahane, Mauritania",1
1502467,2026-01-09 19:00:00,Morocco,Cameroon,7,4,2,24,9,3,0,"Beida Dahane, Mauritania",0
1501836,2026-01-04 16:00:00,Morocco,Tanzania,4,0,1,12,12,4,1,"Boubou Traore, Mali",1
1501836,2026-01-04 16:00:00,Tanzania,Morocco,0,4,5,19,4,1,4,"Boubou Traore, Mali",0
1347263,2025-12-29 19:00:00,Zambia,Morocco,1,5,4,23,5,0,9,"Issa Sy, Senegal",1
1347263,2025-12-29 19:00:00,Morocco,Zambia,5,1,1,12,19,9,0,"Issa Sy, Senegal",0
1489396,2026-06-22 01:00:00,New Zealand,Egypt,4,3,2,14,11,5,7,"Omar Mohamed Al Ali, United Arab Emirates",1
1489396,2026-06-22 01:00:00,Egypt,New Zealand,3,4,1,8,19,7,5,"Omar Mohamed Al Ali, United Arab Emirates",0
1543816,2026-05-28 18:00:00,Egypt,Russia,5,6,1,13,11,4,1,"L Benbraham, Algeria",1
1543816,2026-05-28 18:00:00,Russia,Egypt,6,5,2,19,8,1,4,"L Benbraham, Algeria",0
1508002,2026-01-17 16:00:00,Egypt,Nigeria,2,4,0,15,5,1,4,"Jalal Jayed, Morocco",1
1508002,2026-01-17 16:00:00,Nigeria,Egypt,4,2,3,16,4,4,1,"Jalal Jayed, Morocco",0
1503402,2026-01-10 19:00:00,Egypt,Ivory Coast,3,7,2,10,6,4,4,"Mustapha Ghorbal, Algeria",1
1503402,2026-01-10 19:00:00,Ivory Coast,Egypt,7,3,0,15,13,4,4,"Mustapha Ghorbal, Algeria",0
1501838,2026-01-05 16:00:00,Egypt,Benin,5,5,4,15,12,7,3,"Pierre Ghislain Atcho, Gabon",1
1501838,2026-01-05 16:00:00,Benin,Egypt,5,5,4,19,8,3,7,"Pierre Ghislain Atcho, Gabon",0
1347265,2025-12-29 16:00:00,Angola,Egypt,4,2,1,15,16,4,2,"Clement Franklin Kpan, Côte d'Ivoire",1
1347265,2025-12-29 16:00:00,Egypt,Angola,2,4,2,11,5,2,4,"Clement Franklin Kpan, Côte d'Ivoire",0
1347253,2025-12-26 15:00:00,Egypt,South Africa,4,7,3,10,6,3,6,"Pacifique Ndabihawenimana, Burundi",1
1347253,2025-12-26 15:00:00,South Africa,Egypt,7,4,3,9,18,6,3,"Pacifique Ndabihawenimana, Burundi",0
1539004,2026-06-18 16:00:00,Czech Republic,South Africa,5,5,1,12,14,3,4,"Tori Penso, USA",1
1539004,2026-06-18 16:00:00,South Africa,Czech Republic,5,5,2,10,17,4,3,"Tori Penso, USA",0
1537579,2026-03-31 18:45:00,Czech Republic,Denmark,7,4,1,20,9,4,8,M. Mariani,1
1537579,2026-03-31 18:45:00,Denmark,Czech Republic,4,7,2,11,22,8,4,M. Mariani,0
1487923,2026-03-26 19:45:00,Czech Republic,Rep. Of Ireland,6,9,1,25,12,3,3,G. Nyberg,1
1487923,2026-03-26 19:45:00,Rep. Of Ireland,Czech Republic,9,6,2,14,10,3,3,G. Nyberg,0
1323366,2025-11-17 19:45:00,Czech Republic,Gibraltar,12,1,0,9,25,10,0,S. Stegemann,1
1323366,2025-11-17 19:45:00,Gibraltar,Czech Republic,1,12,1,9,0,0,10,S. Stegemann,0
1450867,2025-11-13 17:00:00,Czech Republic,San Marino,6,1,3,15,0,1,0,"Paweł Raczkowski, Poland",1
1450867,2025-11-13 17:00:00,San Marino,Czech Republic,1,6,3,13,0,0,1,"Paweł Raczkowski, Poland",0
1323329,2025-10-12 16:00:00,Faroe Islands,Czech Republic,1,7,3,10,6,3,1,A. Colombo,1
1323329,2025-10-12 16:00:00,Czech Republic,Faroe Islands,7,1,1,13,14,1,3,A. Colombo,0
1396841,2025-09-08 17:15:00,Czech Republic,Saudi Arabia,1,2,2,20,6,1,5,Martin Dohál,1
1396841,2025-09-08 17:15:00,Saudi Arabia,Czech Republic,2,1,3,9,9,5,1,Martin Dohál,0
1323289,2025-09-05 18:45:00,Montenegro,Czech Republic,6,6,4,13,22,5,10,M. Guida,1
1323289,2025-09-05 18:45:00,Czech Republic,Montenegro,6,6,1,16,20,10,5,M. Guida,0
1489382,2026-06-17 04:00:00,Austria,Jordan,4,3,1,12,11,4,4,"Dahane Beida, Mauritania",1
1489382,2026-06-17 04:00:00,Jordan,Austria,3,4,0,7,11,4,4,"Dahane Beida, Mauritania",0
1511731,2026-03-27 17:00:00,Austria,Ghana,5,3,1,11,11,7,1,"Mohammed Khled Hoish, Saudi Arabia",1
1511731,2026-03-27 17:00:00,Ghana,Austria,3,5,2,5,5,1,7,"Mohammed Khled Hoish, Saudi Arabia",0
1323371,2025-11-18 19:45:00,Austria,Bosnia and Herzegovina,4,2,1,8,10,3,1,J. Pinheiro,1
1323371,2025-11-18 19:45:00,Bosnia and Herzegovina,Austria,2,4,2,9,8,1,3,J. Pinheiro,0
