match_id,date,team,opponent,corners_for,corners_against,cards,fouls,shots,sot_for,sot_against,referee,is_home
1323353,2025-11-15 17:00:00,Cyprus,Austria,6,3,2,13,4,0,6,U. Schnyder,1
1323353,2025-11-15 17:00:00,Austria,Cyprus,3,6,0,15,12,6,0,U. Schnyder,0
1323331,2025-10-12 18:45:00,Romania,Austria,2,4,2,10,10,2,1,D. Massa,1
1323331,2025-10-12 18:45:00,Austria,Romania,4,2,4,3,3,1,2,D. Massa,0
1323313,2025-10-09 18:45:00,Austria,San Marino,4,2,1,14,25,14,1,I. Frid,1
1323313,2025-10-09 18:45:00,San Marino,Austria,2,4,3,9,4,1,14,I. Frid,0
1323307,2025-09-09 18:45:00,Bosnia and Herzegovina,Austria,3,2,2,16,16,3,5,J. Manzano,1
1323307,2025-09-09 18:45:00,Austria,Bosnia and Herzegovina,2,3,6,21,11,5,3,J. Manzano,0
1323293,2025-09-06 18:45:00,Austria,Cyprus,7,3,1,14,10,3,5,J. Kehlet,1
1323293,2025-09-06 18:45:00,Cyprus,Austria,3,7,4,6,16,5,3,J. Kehlet,0
1539006,2026-06-20 03:00:00,Turkey,Paraguay,12,0,1,14,32,5,2,"Iván Barton, El Salvador",1
1539006,2026-06-20 03:00:00,Paraguay,Turkey,0,12,2,15,7,2,5,"Iván Barton, El Salvador",0
1543829,2026-06-06 22:00:00,Venezuela,Turkey,2,12,2,16,9,2,8,D. Quintero,1
1543829,2026-06-06 22:00:00,Turkey,Venezuela,12,2,1,12,16,8,2,D. Quintero,0
1543821,2026-06-01 17:30:00,Turkey,FYR Macedonia,13,1,0,14,20,8,2,"José Luis Munuera Montero, Spain",1
1543821,2026-06-01 17:30:00,FYR Macedonia,Turkey,1,13,1,12,6,2,8,"José Luis Munuera Montero, Spain",0
1537580,2026-03-31 18:45:00,Kosovo,Turkey,3,2,3,12,11,2,3,M. Oliver,1
1537580,2026-03-31 18:45:00,Turkey,Kosovo,2,3,5,10,12,3,2,M. Oliver,0
1487922,2026-03-26 17:00:00,Turkey,Romania,9,3,2,7,16,2,0,F. Letexier,1
1487922,2026-03-26 17:00:00,Romania,Turkey,3,9,1,12,6,0,2,F. Letexier,0
1323352,2025-11-15 17:00:00,Turkey,Bulgaria,9,6,3,11,19,6,2,N. Walsh,1
1323352,2025-11-15 17:00:00,Bulgaria,Turkey,6,9,1,12,9,2,6,N. Walsh,0
1323338,2025-10-14 18:45:00,Turkey,Georgia,7,6,1,14,10,6,3,R. M. Petrescu,1
1323338,2025-10-14 18:45:00,Georgia,Turkey,6,7,1,16,12,3,6,R. M. Petrescu,0
1323325,2025-10-11 18:45:00,Bulgaria,Turkey,5,8,2,11,4,2,8,L. M. Branco Godinho,1
1323325,2025-10-11 18:45:00,Turkey,Bulgaria,8,5,1,4,18,8,2,L. M. Branco Godinho,0
1323280,2025-09-04 16:00:00,Georgia,Turkey,6,2,4,13,15,4,3,D. Massa,1
1323280,2025-09-04 16:00:00,Turkey,Georgia,2,6,4,14,6,3,4,D. Massa,0
1539016,2026-06-16 22:00:00,Iraq,Norway,2,5,1,12,11,1,5,"Pierre Ghislain Atcho, Gabon",1
1539016,2026-06-16 22:00:00,Norway,Iraq,5,2,0,13,12,5,1,"Pierre Ghislain Atcho, Gabon",0
1503005,2026-03-27 19:45:00,Netherlands,Norway,8,2,0,14,14,5,2,"Lawrence Visser, Belgium",1
1503005,2026-03-27 19:45:00,Norway,Netherlands,2,8,1,5,5,2,5,"Lawrence Visser, Belgium",0
1366321,2025-11-16 19:45:00,Italy,Norway,6,2,3,15,15,4,5,A. Hernandez,1
1366321,2025-11-16 19:45:00,Norway,Italy,2,6,2,8,13,5,4,A. Hernandez,0
1323345,2025-11-13 17:00:00,Norway,Estonia,8,0,0,9,18,7,3,M. Jug,1
1323345,2025-11-13 17:00:00,Estonia,Norway,0,8,0,17,6,3,7,M. Jug,0
1352746,2025-10-14 16:00:00,Norway,New Zealand,6,3,1,23,23,6,5,"Horatiu Fesnic, Romania",1
1352746,2025-10-14 16:00:00,New Zealand,Norway,3,6,1,9,9,5,6,"Horatiu Fesnic, Romania",0
1323324,2025-10-11 16:00:00,Norway,Israel,5,1,0,10,16,5,1,S. Marciniak,1
1323324,2025-10-11 16:00:00,Israel,Norway,1,5,1,11,4,1,5,S. Marciniak,0
1323303,2025-09-09 18:45:00,Norway,Moldova,4,1,0,6,34,17,0,B. Berke,1
1323303,2025-09-09 18:45:00,Moldova,Norway,1,4,1,10,2,0,17,B. Berke,0
1352744,2025-09-04 16:00:00,Norway,Finland,9,0,1,13,14,2,1,"Robert Hennessy, Ireland",1
1352744,2025-09-04 16:00:00,Finland,Norway,0,9,1,13,3,1,2,"Robert Hennessy, Ireland",0
1489372,2026-06-14 01:00:00,Haiti,Scotland,4,3,1,23,15,2,2,"Mustapha Ghorbal, Algeria",1
1489372,2026-06-14 01:00:00,Scotland,Haiti,3,4,3,21,9,2,2,"Mustapha Ghorbal, Algeria",0
1540949,2026-06-06 20:00:00,Bolivia,Scotland,3,6,3,13,7,3,8,"Rosendo Mendoza, USA",1
1540949,2026-06-06 20:00:00,Scotland,Bolivia,6,3,1,16,20,8,3,"Rosendo Mendoza, USA",0
1511779,2026-05-30 12:00:00,Scotland,Curaçao,8,2,2,17,18,11,3,"Goga Kikacheishvili, Georgia",1
1511779,2026-05-30 12:00:00,Curaçao,Scotland,2,8,3,11,9,3,11,"Goga Kikacheishvili, Georgia",0
1528278,2026-03-31 18:30:00,Scotland,Ivory Coast,7,5,0,9,14,4,3,D. Elder,1
1528278,2026-03-31 18:30:00,Ivory Coast,Scotland,5,7,0,9,12,3,4,D. Elder,0
1366325,2025-11-18 19:45:00,Scotland,Denmark,2,9,1,15,10,5,3,S. Marciniak,1
1366325,2025-11-18 19:45:00,Denmark,Scotland,9,2,4,12,18,3,5,S. Marciniak,0
1323357,2025-11-15 19:45:00,Greece,Scotland,6,8,3,9,18,10,6,J. Manzano,1
1323357,2025-11-15 19:45:00,Scotland,Greece,8,6,3,14,12,6,10,J. Manzano,0
1323328,2025-10-12 16:00:00,Scotland,Belarus,7,6,0,10,12,6,3,M. Barbu,1
1323328,2025-10-12 16:00:00,Belarus,Scotland,6,7,2,14,22,3,6,M. Barbu,0
1323311,2025-10-09 18:45:00,Scotland,Greece,4,4,2,12,8,3,3,E. Eskas,1
1323311,2025-10-09 18:45:00,Greece,Scotland,4,4,4,19,15,3,3,E. Eskas,0
1323302,2025-09-08 18:45:00,Belarus,Scotland,2,2,2,14,6,3,8,N. Dabanovic,1
1323302,2025-09-08 18:45:00,Scotland,Belarus,2,2,1,10,14,8,3,N. Dabanovic,0
1366282,2025-09-05 18:45:00,Denmark,Scotland,13,4,3,12,16,2,1,D. Siebert,1
1366282,2025-09-05 18:45:00,Scotland,Denmark,4,13,5,15,11,1,2,D. Siebert,0
1539000,2026-06-12 19:00:00,Canada,Bosnia and Herzegovina,9,4,2,10,13,4,3,"Facundo Raul Tello Figueroa, Argentina",1
1539000,2026-06-12 19:00:00,Bosnia and Herzegovina,Canada,4,9,3,20,8,3,4,"Facundo Raul Tello Figueroa, Argentina",0
1540947,2026-05-29 18:30:00,Bosnia and Herzegovina,FYR Macedonia,2,1,0,12,13,3,1,"Rade Obrenovič, Slovenia",1
1540947,2026-05-29 18:30:00,FYR Macedonia,Bosnia and Herzegovina,1,2,1,19,2,1,3,"Rade Obrenovič, Slovenia",0
1537578,2026-03-31 18:45:00,Bosnia and Herzegovina,Italy,10,4,3,18,30,11,3,C. Turpin,1
1537578,2026-03-31 18:45:00,Italy,Bosnia and Herzegovina,4,10,3,9,9,3,11,C. Turpin,0
1487929,2026-03-26 19:45:00,Wales,Bosnia and Herzegovina,9,3,1,8,19,3,5,I. Kovacs,1
1487929,2026-03-26 19:45:00,Bosnia and Herzegovina,Wales,3,9,4,20,14,5,3,I. Kovacs,0
1323358,2025-11-15 19:45:00,Bosnia and Herzegovina,Romania,4,1,5,15,16,4,3,M. Oliver,1
1323358,2025-11-15 19:45:00,Romania,Bosnia and Herzegovina,1,4,3,16,9,3,4,M. Oliver,0
1323314,2025-10-09 18:45:00,Cyprus,Bosnia and Herzegovina,3,5,2,16,14,3,6,L. Visser,1
1323314,2025-10-09 18:45:00,Bosnia and Herzegovina,Cyprus,5,3,4,19,14,6,3,L. Visser,0
1323294,2025-09-06 18:45:00,San Marino,Bosnia and Herzegovina,0,6,3,17,4,1,10,E. Jorgji,1
1323294,2025-09-06 18:45:00,Bosnia and Herzegovina,San Marino,6,0,2,20,22,10,1,E. Jorgji,0
1544812,2026-06-08 18:45:00,Netherlands,Uzbekistan,3,3,2,13,15,4,1,"Ilgiz Tantashev, Uzbekistan",1
1544812,2026-06-08 18:45:00,Uzbekistan,Netherlands,3,3,1,14,8,1,4,"Ilgiz Tantashev, Uzbekistan",0
1536930,2026-06-03 18:45:00,Netherlands,Algeria,6,3,0,11,17,6,2,"Jakob Semler, Austria",1
1536930,2026-06-03 18:45:00,Algeria,Netherlands,3,6,0,9,8,2,6,"Jakob Semler, Austria",0
1503007,2026-03-31 18:45:00,Netherlands,Ecuador,2,10,1,6,2,1,3,S. Stegemann,1
1503007,2026-03-31 18:45:00,Ecuador,Netherlands,10,2,2,16,17,3,1,S. Stegemann,0
1366323,2025-11-17 19:45:00,Netherlands,Lithuania,5,3,0,10,20,8,1,L. M. Branco Godinho,1
1366323,2025-11-17 19:45:00,Lithuania,Netherlands,3,5,2,10,9,1,8,L. M. Branco Godinho,0
1366315,2025-11-14 19:45:00,Poland,Netherlands,2,3,2,10,12,5,3,M. Mariani,1
1366315,2025-11-14 19:45:00,Netherlands,Poland,3,2,1,14,8,3,5,M. Mariani,0
1366303,2025-10-12 16:00:00,Netherlands,Finland,12,1,0,8,17,6,3,S. Vincic,1
1366303,2025-10-12 16:00:00,Finland,Netherlands,1,12,2,13,7,3,6,S. Vincic,0
1366296,2025-10-09 18:45:00,Malta,Netherlands,1,6,5,15,7,0,8,D. Strukan,1
1366296,2025-10-09 18:45:00,Netherlands,Malta,6,1,2,6,22,8,0,D. Strukan,0
1366287,2025-09-07 16:00:00,Lithuania,Netherlands,1,7,2,13,4,3,7,E. Masiyev,1
1366287,2025-09-07 16:00:00,Netherlands,Lithuania,7,1,0,10,14,7,3,E. Masiyev,0
1366281,2025-09-04 18:45:00,Netherlands,Poland,7,4,0,11,14,5,2,S. Sozza,1
1366281,2025-09-04 18:45:00,Poland,Netherlands,4,7,0,11,6,2,5,S. Sozza,0
1489375,2026-06-14 23:00:00,Ivory Coast,Ecuador,3,5,3,10,15,4,1,"François Letexier, France",1
1489375,2026-06-14 23:00:00,Ecuador,Ivory Coast,5,3,1,13,12,1,4,"François Letexier, France",0
1501841,2026-01-06 19:00:00,Ivory Coast,Burkina Faso,5,2,2,20,21,4,2,"Ali Mahmood Mahmood Ismail, Sudan",1
1501841,2026-01-06 19:00:00,Burkina Faso,Ivory Coast,2,5,1,17,8,2,4,"Ali Mahmood Mahmood Ismail, Sudan",0
1347273,2025-12-31 19:00:00,Gabon,Ivory Coast,2,8,1,15,9,3,5,"Omar Abdulkadir Artan, Somalia",1
1347273,2025-12-31 19:00:00,Ivory Coast,Gabon,8,2,2,19,21,5,3,"Omar Abdulkadir Artan, Somalia",0
1347261,2025-12-28 20:00:00,Ivory Coast,Cameroon,7,3,2,18,13,2,2,"Mustapha Ghorbal, Algeria",1
1347261,2025-12-28 20:00:00,Cameroon,Ivory Coast,3,7,2,15,12,2,2,"Mustapha Ghorbal, Algeria",0
1347249,2025-12-24 17:30:00,Ivory Coast,Mozambique,9,3,1,17,15,5,2,"Samuel Uwikunda, Rwanda",1
1347249,2025-12-24 17:30:00,Mozambique,Ivory Coast,3,9,2,7,4,2,5,"Samuel Uwikunda, Rwanda",0
1486550,2025-11-18 15:00:00,Oman,Ivory Coast,0,0,0,0,0,0,0,,1
1486550,2025-11-18 15:00:00,Ivory Coast,Oman,0,0,0,1,0,0,0,,0
1536929,2026-06-02 18:45:00,Wales,Ghana,5,4,0,7,18,3,5,"Oscar Johnson, Sweden",1
1536929,2026-06-02 18:45:00,Ghana,Wales,4,5,2,13,11,5,3,"Oscar Johnson, Sweden",0
1126113,2025-10-12 19:00:00,Ghana,Comoros,0,0,2,0,0,0,0,P. Atcho,1
1126113,2025-10-12 19:00:00,Comoros,Ghana,0,0,0,0,0,0,0,P. Atcho,0
1126087,2025-10-08 16:00:00,Central African Republic,Ghana,0,0,2,0,0,0,0,P. Milazare,1
1126087,2025-10-08 16:00:00,Ghana,Central African Republic,0,0,1,0,0,0,0,P. Milazare,0
1126059,2025-09-08 19:00:00,Ghana,Mali,0,0,2,0,0,0,0,L. Badi,1
1126059,2025-09-08 19:00:00,Mali,Ghana,0,0,0,0,0,0,0,L. Badi,0
1544367,2026-06-09 16:00:00,DR Congo,Chile,7,2,1,16,10,4,3,,1
1544367,2026-06-09 16:00:00,Chile,DR Congo,2,7,3,16,7,3,4,,0
1537582,2026-03-31 21:00:00,DR Congo,Jamaica,5,7,0,16,19,3,1,F. Tello,1
1537582,2026-03-31 21:00:00,Jamaica,DR Congo,7,5,2,13,6,1,3,F. Tello,0
1501840,2026-01-06 16:00:00,Algeria,DR Congo,4,6,3,17,12,6,2,"Mohamed Maarouf Eid Mansour, Egypt",1
1501840,2026-01-06 16:00:00,DR Congo,Algeria,6,4,2,24,6,2,6,"Mohamed Maarouf Eid Mansour, Egypt",0
1347270,2025-12-30 19:00:00,Botswana,DR Congo,0,3,0,6,6,1,6,"Ahmad Imetehaz Heeralall, Mauritius",1
1347270,2025-12-30 19:00:00,DR Congo,Botswana,3,0,0,16,28,6,1,"Ahmad Imetehaz Heeralall, Mauritius",0
1347246,2025-12-23 12:30:00,DR Congo,Benin,5,5,3,16,11,3,2,"Abongile Tom, South Africa",1
1347246,2025-12-23 12:30:00,Benin,DR Congo,5,5,3,11,12,2,3,"Abongile Tom, South Africa",0
1491700,2025-12-16 15:00:00,DR Congo,Zambia,9,6,0,5,0,0,0,,1
1491700,2025-12-16 15:00:00,Zambia,DR Congo,6,9,0,14,0,0,0,,0
1486230,2025-11-16 19:00:00,Nigeria,DR Congo,0,0,0,0,0,0,0,"Jalal Jayed, Morocco",1
1486230,2025-11-16 19:00:00,DR Congo,Nigeria,0,0,0,0,0,0,0,"Jalal Jayed, Morocco",0
1483272,2025-11-13 19:00:00,Cameroon,DR Congo,0,0,3,0,0,0,0,"Ali Mahmood Mahmood Ismail, Sudan",1
1483272,2025-11-13 19:00:00,DR Congo,Cameroon,0,0,1,0,0,0,0,"Ali Mahmood Mahmood Ismail, Sudan",0
1543817,2026-05-29 16:00:00,South Africa,Nicaragua,6,1,0,8,21,6,0,L. Mokete,1
1543817,2026-05-29 16:00:00,Nicaragua,South Africa,1,6,2,10,3,0,6,L. Mokete,0
1501837,2026-01-04 19:00:00,South Africa,Cameroon,6,3,5,14,18,4,4,"Peter Waweru, Kenya",1
1501837,2026-01-04 19:00:00,Cameroon,South Africa,3,6,2,13,10,4,4,"Peter Waweru, Kenya",0
1347266,2025-12-29 16:00:00,Zimbabwe,South Africa,3,3,1,14,10,3,9,"Mustapha Kechaf, Morocco",1
1347266,2025-12-29 16:00:00,South Africa,Zimbabwe,3,3,1,11,16,9,3,"Mustapha Kechaf, Morocco",0
1347242,2025-12-22 17:00:00,South Africa,Angola,1,9,2,17,10,4,4,"Ali Mahmood Mahmood Ismail, Sudan",1
1347242,2025-12-22 17:00:00,Angola,South Africa,9,1,2,23,10,4,4,"Ali Mahmood Mahmood Ismail, Sudan",0
1485007,2025-11-15 13:00:00,South Africa,Zambia,1,7,1,14,14,6,1,,1
1485007,2025-11-15 13:00:00,Zambia,South Africa,7,1,1,5,5,1,6,,0
1489400,2026-06-23 03:00:00,Jordan,Algeria,1,10,1,11,8,4,8,"Slavko Vinčić, Slovenia",1
1489400,2026-06-23 03:00:00,Algeria,Jordan,10,1,1,6,17,8,4,"Slavko Vinčić, Slovenia",0
1503401,2026-01-10 16:00:00,Algeria,Nigeria,2,4,5,23,3,0,5,"Issa Sy, Senegal",1
1503401,2026-01-10 16:00:00,Nigeria,Algeria,4,2,3,14,13,5,0,"Issa Sy, Senegal",0
1347271,2025-12-31 16:00:00,Equatorial Guinea,Algeria,4,5,4,13,9,3,6,"Pacifique Ndabihawenimana, Burundi",1
1347271,2025-12-31 16:00:00,Algeria,Equatorial Guinea,5,4,1,15,16,6,3,"Pacifique Ndabihawenimana, Burundi",0
1347259,2025-12-28 17:30:00,Algeria,Burkina Faso,2,6,2,24,10,5,2,"Daniel Laryea, Ghana",1
1347259,2025-12-28 17:30:00,Burkina Faso,Algeria,6,2,3,19,14,2,5,"Daniel Laryea, Ghana",0
1347247,2025-12-24 15:00:00,Algeria,Sudan,11,1,0,16,14,7,2,"Pierre Ghislain Atcho, Gabon",1
1347247,2025-12-24 15:00:00,Sudan,Algeria,1,11,4,9,5,2,7,"Pierre Ghislain Atcho, Gabon",0
1126098,2025-10-13 16:00:00,Cape Verde,Eswatini,0,0,2,0,0,0,0,,1
1126098,2025-10-13 16:00:00,Eswatini,Cape Verde,0,0,3,0,0,0,0,,0
1126072,2025-10-08 13:00:00,Libya,Cape Verde,0,0,2,0,0,0,0,M. Ismail,1
1126072,2025-10-08 13:00:00,Cape Verde,Libya,0,0,1,0,0,0,0,M. Ismail,0
1126044,2025-09-09 16:00:00,Cape Verde,Cameroon,0,0,2,0,0,0,0,D. Nii Ayi Laryea,1
1126044,2025-09-09 16:00:00,Cameroon,Cape Verde,0,0,2,0,0,0,0,D. Nii Ayi Laryea,0
1481800,2025-11-18 16:00:00,Iraq,United Arab Emirates,4,3,1,8,10,2,4,"Yusuke Araki, Japan",1
1481800,2025-11-18 16:00:00,United Arab Emirates,Iraq,3,4,4,12,13,4,2,"Yusuke Araki, Japan",0
1481801,2025-11-13 16:00:00,United Arab Emirates,Iraq,9,7,0,9,19,4,5,"Shaun Evans, Australia",1
1481801,2025-11-13 16:00:00,Iraq,United Arab Emirates,7,9,1,11,10,5,4,"Shaun Evans, Australia",0
1514472,2026-06-02 01:00:00,Canada,Uzbekistan,7,3,2,9,10,4,2,"Marco Antonio Ortiz Nava, Mexico",1
1514472,2026-06-02 01:00:00,Uzbekistan,Canada,3,7,2,15,6,2,4,"Marco Antonio Ortiz Nava, Mexico",0
1484886,2025-10-09 13:00:00,Uzbekistan,Kuwait,4,2,1,12,0,4,4,,1
1484886,2025-10-09 13:00:00,Kuwait,Uzbekistan,2,4,1,7,0,4,4,,0
1489387,2026-06-18 22:00:00,Canada,Qatar,19,1,1,9,32,10,0,"Cristian Garay, Chile",1
1489387,2026-06-18 22:00:00,Qatar,Canada,1,19,3,10,2,0,10,"Cristian Garay, Chile",0
1544361,2026-06-06 20:00:00,Qatar,El Salvador,3,4,1,10,8,1,3,"Rubiel Vazquez, USA",1
1544361,2026-06-06 20:00:00,El Salvador,Qatar,4,3,1,19,11,3,1,"Rubiel Vazquez, USA",0
1528282,2026-05-28 18:45:00,Rep. Of Ireland,Qatar,7,3,1,9,11,3,1,"Jamie Robinson, Northern Ireland",1
1528282,2026-05-28 18:45:00,Qatar,Rep. Of Ireland,3,7,1,16,8,1,3,"Jamie Robinson, Northern Ireland",0
1486542,2025-11-17 16:30:00,Qatar,Zimbabwe,6,6,0,8,8,5,3,,1
1486542,2025-11-17 16:30:00,Zimbabwe,Qatar,6,6,1,7,7,3,5,,0
1479254,2025-10-14 17:00:00,Qatar,United Arab Emirates,1,2,3,7,7,3,4,"Ilgiz Tantashev, Uzbekistan",1
1479254,2025-10-14 17:00:00,United Arab Emirates,Qatar,2,1,3,13,15,4,3,"Ilgiz Tantashev, Uzbekistan",0
1489370,2026-06-13 01:00:00,United States,Paraguay,3,1,1,13,16,6,1,"Danny Makkelie, Netherlands",1
1489370,2026-06-13 01:00:00,Paraguay,United States,1,3,5,17,9,1,6,"Danny Makkelie, Netherlands",0
1457378,2025-11-15 22:00:00,United States,Paraguay,5,8,2,8,8,3,3,,1
1457378,2025-11-15 22:00:00,Paraguay,United States,8,5,2,7,7,3,3,,0
1100322,2025-09-09 23:30:00,Peru,Paraguay,6,7,0,6,12,3,5,"Nicolas Ramirez, Argentina",1
1100322,2025-09-09 23:30:00,Paraguay,Peru,7,6,1,12,7,5,3,"Nicolas Ramirez, Argentina",0
1100316,2025-09-04 23:30:00,Paraguay,Ecuador,6,1,3,15,7,3,1,"Raphael Claus, Brazil",1
1100316,2025-09-04 23:30:00,Ecuador,Paraguay,1,6,1,8,6,1,3,"Raphael Claus, Brazil",0
1100311,2025-06-11 00:45:00,Brazil,Paraguay,11,3,2,11,11,4,1,"Facundo Raul Tello Figueroa, Argentina",1
1100311,2025-06-11 00:45:00,Paraguay,Brazil,3,11,1,16,5,1,4,"Facundo Raul Tello Figueroa, Argentina",0
1489392,2026-06-21 00:00:00,Ecuador,Curaçao,9,0,1,7,27,15,3,"Ma Ning, China",1
1489392,2026-06-21 00:00:00,Curaçao,Ecuador,0,9,5,10,10,3,15,"Ma Ning, China",0
1542182,2026-06-07 20:00:00,Ecuador,Guatemala,6,0,3,11,18,6,0,"Marco Antonio Ortiz Nava, Mexico",1
1542182,2026-06-07 20:00:00,Guatemala,Ecuador,0,6,1,3,3,0,6,"Marco Antonio Ortiz Nava, Mexico",0
1469294,2025-11-19 01:30:00,Ecuador,New Zealand,8,3,1,24,24,8,2,,1
1469294,2025-11-19 01:30:00,New Zealand,Ecuador,3,8,0,10,10,2,8,,0
1457377,2025-11-14 00:30:00,Canada,Ecuador,4,2,2,4,4,1,0,,1
1457377,2025-11-14 00:30:00,Ecuador,Canada,2,4,3,4,4,0,1,,0
1436252,2025-10-15 02:30:00,Mexico,Ecuador,5,5,2,13,13,4,5,,1
1436252,2025-10-15 02:30:00,Ecuador,Mexico,5,5,4,7,7,5,4,,0
1402649,2025-10-11 00:30:00,United States,Ecuador,8,4,2,9,11,5,4,,1
1402649,2025-10-11 00:30:00,Ecuador,United States,4,8,2,12,8,4,5,,0
1544811,2026-06-06 00:00:00,Haiti,Peru,3,3,1,14,8,1,5,,1
1544811,2026-06-06 00:00:00,Peru,Haiti,3,3,4,18,10,5,1,,0
1544806,2026-06-03 00:00:00,Haiti,New Zealand,5,8,0,9,13,7,3,"Rubiel Vazquez, USA",1
1544806,2026-06-03 00:00:00,New Zealand,Haiti,8,5,1,10,12,3,7,"Rubiel Vazquez, USA",0
1397472,2025-11-19 01:00:00,Haiti,Nicaragua,3,4,4,20,9,4,3,,1
1397472,2025-11-19 01:00:00,Nicaragua,Haiti,4,3,3,13,9,3,4,,0
1446022,2025-11-14 02:00:00,Haiti,Costa Rica,1,7,2,20,9,3,6,,1
1446022,2025-11-14 02:00:00,Costa Rica,Haiti,7,1,1,12,14,6,3,,0
1397460,2025-10-14 00:00:00,Honduras,Haiti,7,2,3,18,20,8,3,O. Nation,1
1397460,2025-10-14 00:00:00,Haiti,Honduras,2,7,0,16,12,3,8,O. Nation,0
1397454,2025-10-10 00:00:00,Nicaragua,Haiti,7,7,1,11,13,3,6,V. Caceres,1
1397454,2025-10-10 00:00:00,Haiti,Nicaragua,7,7,2,15,10,6,3,V. Caceres,0
1397447,2025-09-10 02:00:00,Costa Rica,Haiti,1,0,0,1,8,4,0,T. Penso,1
1397447,2025-09-10 02:00:00,Haiti,Costa Rica,0,1,0,1,1,0,4,T. Penso,0
1397442,2025-09-06 00:00:00,Haiti,Honduras,8,5,0,12,15,7,3,P. Lauziere,1
1397442,2025-09-06 00:00:00,Honduras,Haiti,5,8,0,7,14,3,7,P. Lauziere,0
1436809,2025-10-09 18:45:00,Poland,New Zealand,7,4,1,17,17,3,4,"Eric Lambrechts, Belgium",1
1436809,2025-10-09 18:45:00,New Zealand,Poland,4,7,3,12,12,4,3,"Eric Lambrechts, Belgium",0
1528285,2026-06-05 23:30:00,Canada,Rep. Of Ireland,1,0,0,0,3,1,0,,1
1528285,2026-06-05 23:30:00,Rep. Of Ireland,Canada,0,1,0,0,2,0,1,,0
1512760,2026-03-28 17:00:00,Canada,Iceland,8,1,1,15,15,5,3,J. Freemon,1
1512760,2026-03-28 17:00:00,Iceland,Canada,1,8,2,4,4,3,5,J. Freemon,0
1501808,2026-01-18 03:00:00,Canada,Guatemala,12,5,2,14,14,7,3,,1
1501808,2026-01-18 03:00:00,Guatemala,Canada,5,12,2,6,6,3,7,,0
1352904,2025-09-09 18:45:00,Wales,Canada,3,4,4,16,6,3,2,Robert Jones,1
1352904,2025-09-09 18:45:00,Canada,Wales,4,3,3,16,12,2,3,Robert Jones,0
1453336,2025-11-19 01:00:00,Jamaica,Curaçao,3,3,5,17,13,1,4,"Iván Barton, El Salvador",1
1453336,2025-11-19 01:00:00,Curaçao,Jamaica,3,3,2,19,16,4,1,"Iván Barton, El Salvador",0
1446020,2025-11-14 00:00:00,Bermuda,Curaçao,3,7,5,20,5,1,15,"Tori Penso, USA",1
1446020,2025-11-14 00:00:00,Curaçao,Bermuda,7,3,1,8,27,15,1,"Tori Penso, USA",0
1446015,2025-10-14 23:00:00,Curaçao,Trinidad and Tobago,4,7,3,15,9,1,7,,1
1446015,2025-10-14 23:00:00,Trinidad and Tobago,Curaçao,7,4,1,11,18,7,1,,0
1397451,2025-10-10 23:00:00,Curaçao,Jamaica,0,4,0,10,7,4,7,B. Lopez,1
1397451,2025-10-10 23:00:00,Jamaica,Curaçao,4,0,1,7,18,7,4,B. Lopez,0
1466347,2025-09-10 00:00:00,Curaçao,Bermuda,10,3,2,11,23,10,3,A. Carrasco,1
1466347,2025-09-10 00:00:00,Bermuda,Curaçao,3,10,1,16,6,3,10,A. Carrasco,0
1397440,2025-09-06 00:00:00,Trinidad and Tobago,Curaçao,4,3,5,13,14,7,2,K. I. Garcia Mendoza,1
1397440,2025-09-06 00:00:00,Curaçao,Trinidad and Tobago,3,4,1,10,5,2,7,K. I. Garcia Mendoza,0
